ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholders,Auditor,NIST 800-53 Control Ref,Test Procedure(s),Observation Date,Observations,Actual Score,Minimum Target,Desired Target,Gap to Minimum Target,Testing Status,Action Plan,Artifact Name,Linked Artifact URL,,Drop down values: In Scope?,Drop down values: Testing Status
RC.CO-03 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,"Ex1: Securely share recovery information, including restoration progress, consistent with response plans and information sharing agreements",No,,,,"IR-04,IR-06,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RC.CO-03 Ex3,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Ex3: Follow the rules and protocols defined in contracts for incident information sharing between the organization and its suppliers,No,,,,"IR-04,IR-06,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RC.CO-03 Ex4,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Ex4: Coordinate crisis communication between the organization and its critical suppliers,No,,,,"IR-04,IR-06,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RC.CO-04 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,Ex2: Explain the steps being taken to recover from the incident and to prevent a recurrence,No,,,,"CP-02,IR-04",,,,0,5,7,5,  Not Started  ,,,,,,
RC.RP-01 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,Ex2: Make all individuals with recovery responsibilities aware of the plans for recovery and the authorizations required to implement each aspect of the plans,No,,,,"CP-10,IR-04,IR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RC.RP-02 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-02,"Recovery actions are selected, scoped, prioritized, and performed",Ex2: Change planned recovery actions based on a reassessment of organizational needs and resources,No,,,,"CP-10,IR-04,IR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RC.RP-04 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex2: Work with system owners to confirm the successful restoration of systems and the return to normal operations,No,,,,"IR-01,IR-08,PM-08,PM-09,PM-11",,,,0,5,7,5,  Not Started  ,,,,,,
RC.RP-04 Ex3,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex3: Monitor the performance of restored systems to verify the adequacy of the restoration,No,,,,"IR-01,IR-08,PM-08,PM-09,PM-11",,,,0,5,7,5,  Not Started  ,,,,,,
RC.RP-05 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-05,"The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",Ex2: Verify the correctness and adequacy of the restoration actions taken before putting a restored system online,No,,,,CP-10,,,,0,5,7,5,  Not Started  ,,,,,,
RC.RP-06 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",Ex2: Declare the end of incident recovery once the criteria are met,No,,,,"IR-04,IR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.AN-03 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,"Ex2: Attempt to determine what vulnerabilities, threats, and threat actors were directly or indirectly involved in the incident",No,,,,"AU-07,IR-04",,,,0,5,7,5,  Not Started  ,,,,,,
RS.AN-03 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,"Ex3: Analyze the incident to find the underlying, systemic root causes",No,,,,"AU-07,IR-04",,,,0,5,7,5,  Not Started  ,,,,,,
RS.AN-03 Ex4,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Ex4: Check any cyber deception technology for additional information on attacker behavior,No,,,,"AU-07,IR-04",,,,0,5,7,5,  Not Started  ,,,,,,
RS.AN-06 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-06,"Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved","Ex1: Require each incident responder and others (e.g., system administrators, cybersecurity engineers) who perform incident response tasks to record their actions and make the record immutable",No,,,,"AU-07,IR-04,IR-06",,,,0,5,7,5,  Not Started  ,,,,,,
RS.AN-08 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-08,An incident's magnitude is estimated and validated,Ex2: Automatically run tools on targets to look for indicators of compromise and evidence of persistence,No,,,,"IR-04,IR-08,RA-03,RA-07",,,,0,5,7,5,  Not Started  ,,,,,,
RS.CO-02 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.CO,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-02,Internal and external stakeholders are notified of incidents,Ex2: Notify business partners and customers of incidents in accordance with contractual requirements,No,,,,"IR-04,IR-06,IR-07,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.CO-02 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.CO,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-02,Internal and external stakeholders are notified of incidents,Ex3: Notify law enforcement agencies and regulatory bodies of incidents based on criteria in the incident response plan and management approval,No,,,,"IR-04,IR-06,IR-07,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.CO-03 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.CO,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex1: Securely share information consistent with response plans and information sharing agreements,No,,,,"IR-04,IR-06,IR-07,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.CO-03 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.CO,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,"Ex2: Voluntarily share information about an attacker's observed TTPs, with all sensitive data removed, with an Information Sharing and Analysis Center (ISAC)",No,,,,"IR-04,IR-06,IR-07,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.CO-03 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.CO,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex3: Notify HR when malicious insider activity occurs,No,,,,"IR-04,IR-06,IR-07,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.CO-03 Ex5,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.CO,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex5: Follow the rules and protocols defined in contracts for incident information sharing between the organization and its suppliers,No,,,,"IR-04,IR-06,IR-07,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.CO-03 Ex6,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.CO,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex6: Coordinate crisis communication methods between the organization and its critical suppliers,No,,,,"IR-04,IR-06,IR-07,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MA-01 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MA,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex1: Detection technologies automatically report confirmed incidents,No,,,,"IR-06,IR-07,IR-08,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MA-01 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MA,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex2: Request incident response assistance from the organization's incident response outsourcer,No,,,,"IR-06,IR-07,IR-08,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MA-01 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MA,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex3: Designate an incident lead for each incident,No,,,,"IR-06,IR-07,IR-08,SR-03,SR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MA-02 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MA,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-02,Incident reports are triaged and validated,Ex2: Apply criteria to estimate the severity of an incident,No,,,,"IR-04,IR-05,IR-06",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MA-03 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MA,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-03,Incidents are categorized and prioritized,"Ex1: Further review and categorize incidents based on the type of incident (e.g., data breach, ransomware, DDoS, account compromise)",No,,,,"IR-04,IR-05,IR-06",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MA-03 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MA,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-03,Incidents are categorized and prioritized,Ex3: Select incident response strategies for active incidents by balancing the need to quickly recover from an incident with the need to observe the attacker or conduct a more thorough investigation,No,,,,"IR-04,IR-05,IR-06",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MA-04 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MA,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-04,Incidents are escalated or elevated as needed,Ex1: Track and validate the status of all ongoing incidents,No,,,,"IR-04,IR-05,IR-06,IR-07",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MA-05 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MA,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-05,The criteria for initiating incident recovery are applied,Ex2: Take the possible operational disruption of incident recovery activities into account,No,,,,"IR-04,IR-08",,,,0,5,7,5,  Not Started  ,,,,,,
RS.MI-01 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MI,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01,Incidents are contained,Ex2: Allow incident responders to manually select and perform containment actions,No,,,,IR-04,,,,0,5,7,5,  Not Started  ,,,,,,
RS.MI-01 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MI,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01,Incidents are contained,"Ex3: Allow a third party (e.g., internet service provider, managed security service provider) to perform containment actions on behalf of the organization",No,,,,IR-04,,,,0,5,7,5,  Not Started  ,,,,,,
RS.MI-01 Ex4,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MI,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01,Incidents are contained,Ex4: Automatically transfer compromised endpoints to a remediation virtual local area network (VLAN),No,,,,IR-04,,,,0,5,7,5,  Not Started  ,,,,,,
RS.MI-02 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MI,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-02,Incidents are eradicated,"Ex1: Cybersecurity technologies and cybersecurity features of other technologies (e.g., operating systems, network infrastructure devices) automatically perform eradication actions",No,,,,IR-04,,,,0,5,7,5,  Not Started  ,,,,,,
RS.MI-02 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.MI,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-02,Incidents are eradicated,"Ex3: Allow a third party (e.g., managed security service provider) to perform eradication actions on behalf of the organization",No,,,,IR-04,,,,0,5,7,5,  Not Started  ,,,,,,
DE.AE-02 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.AE,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02,Potentially adverse events are analyzed to better understand associated activities,Ex1: Use security information and event management (SIEM) or other tools to continuously monitor log events for known malicious and suspicious activity,Yes,gerry@almasecurity.com,jane@almasecurity.com,steve@almasecurity.com,"AU-06,CA-07,IR-04,SI-04","1. Inquiry: CISO, SOC Manager, 2. Inspect SIEM use case docs, 3. Observe SIEM dashboards",19-May,"SIEM ingests logs from core systems. But many cloud assets not onboarded. Use cases and content are generic, not Alma-specific.",4,5,7,1,  In Progress  ,,,,,,
DE.AE-03 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.AE,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-03,Information is correlated from multiple sources,"Ex2: Use event correlation technology (e.g., SIEM) to collect information captured by multiple sources",Yes,gerry@almasecurity.com,jane@almasecurity.com,steve@almasecurity.com,"AU-06,CA-07,IR-04,IR-05,IR-08,PM-16,SI-04","1. Inquiry: CISO, SOC Manager, 2. Inspect SIEM integration docs, 3. Observe SIEM correlation rules",19-May,"Network and endpoint telemetry feeds SIEM. But cloud, app, IAM, DLP data is analyzed in silos without correlation to find true positives.",3.5,5,7,1.5,  In Progress  ,,,,,,
DE.AE-04 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.AE,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-04,The estimated impact and scope of adverse events are understood,"Ex1: Use SIEMs or other tools to estimate impact and scope, and review and refine the estimates",Yes,gerry@almasecurity.com,jane@almasecurity.com,steve@almasecurity.com,"PM-09,PM-11,PM-18,PM-28,PM-30","1. Inquiry: CISO, SOC Manager, 2. Inspect SIEM enrichment sources, 3. Observe sample SIEM alerts",19-May,SIEM enriches alerts with asset metadata. But business context on data affected and system criticality missing for proper impact analysis.,3,5,7,2,  In Progress  ,,,,,,
DE.AE-06 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.AE,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06,Information on adverse events is provided to authorized staff and tools,"Ex1: Use cybersecurity software to generate alerts and provide them to the security operations center (SOC), incident responders, and incident response tools",Yes,gerry@almasecurity.com,jane@almasecurity.com,steve@almasecurity.com,"IR-04,PM-15,PM-16,RA-04,RA-10","1. Inquiry: CISO, SOC Manager, 2. Inspect SOC procedures, 3. Observe SOC handoff meeting",19-May,A SOC receives SIEM alerts. But there's no consistent process to arm responders with rich investigative leads and intelligence.,4,5,7,1,  In Progress  ,,,,,,
DE.AE-07 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.AE,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,"Ex2: Securely provide information from asset inventories to detection technologies, processes, and personnel",Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"PM-16,RA-03,RA-10","1. Inquiry: CISO, SOC Manager, 2. Inspect SIEM threat intel feeds, 3. Observe SIEM asset integration",19-May,Threat intel is not integrated into detection content. And stale asset inventories prevent fully contextualizing alerts during triage.,2.5,5,7,2.5,  In Progress  ,,,,,,
DE.AE-08 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.AE,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-08,Incidents are declared when adverse events meet the defined incident criteria,Ex1: Apply incident criteria to known and assumed characteristics of activity in order to determine whether an incident should be declared,Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"IR-04,IR-08","1. Inquiry: CISO, SOC Manager, 2. Inspect incident criteria, 3. Inspect sample of incident tickets",19-May,Incident declaration is largely analyst judgment not data-driven. Thresholds for promoting events to incidents are undefined.,2,5,7,3, Complete ,, SOC-Ticket-1001 ,https://github.com/CPAtoCybersecurity/csf_profile/tree/main/public/Sample_Artifacts,,,
DE.CM-01 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.CM,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01,Networks and network services are monitored to find potentially adverse events,"Ex1: Monitor DNS, BGP, and other network services for adverse events",Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"AC-02,AU-12,CA-07,CM-03,SC-05,SC-07,SI-04","1. Inquiry: CISO, Network Ops, 2. Inspect network monitoring policy, 3. Observe SOC dashboards",19-May,"Basic network monitoring is in place. But advanced network analytics for DNS, BGP, etc. to proactively detect threats is lacking.",4,5,7,1, Complete ,, SOC-Ticket-1004 ,https://github.com/CPAtoCybersecurity/csf_profile/tree/main/public/Sample_Artifacts,,,
DE.CM-02 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.CM,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-02,The physical environment is monitored to find potentially adverse events,"Ex1: Monitor logs from physical access control systems (e.g., badge readers) to find unusual access patterns (e.g., deviations from the norm) and failed access attempts",Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"CA-07,PE-03,PE-06,PE-20","1. Inquiry: CISO, Physical Security, 2. Inspect physical security policy, 3. Observe SOC dashboards",18-May,Physical access logs are collected but not analyzed. Impossible to discern suspicious access patterns that may signal an intrusion.,2.5,5,7,2.5,  In Progress  ,,,,,,
DE.CM-03 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.CM,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-03,Personnel activity and technology usage are monitored to find potentially adverse events,Ex2: Monitor logs from logical access control systems to find unusual access patterns and failed access attempts,Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"AC-02,AU-12,AU-13,CA-07,CM-10,CM-11","1. Inquiry: CISO, IAM Team, 2. Inspect logical monitoring policy, 3. Observe SOC dashboards",18-May,Basic monitoring of account logins exists. But advanced user behavior analytics to detect abnormalities and compromises is lacking.,3.5,5,7,1.5, Complete ,, SOC-Ticket-1005 ,https://github.com/CPAtoCybersecurity/csf_profile/tree/main/public/Sample_Artifacts,,,
DE.CM-06 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.CM,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-06,External service provider activities and services are monitored to find potentially adverse events,Ex1: Monitor remote and onsite administration and maintenance activities that external providers perform on organizational systems,Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"CA-07,PS-07,SA-04,SA-09,SI-04","1. Inquiry: CISO, Vendor Mgmt, 2. Third Party Risk Management Policy, 3. Observe SOC dashboards",18-May,Monitoring of support performed by vendors via VPN or onsite is ad hoc. Focused on performance not cybersecurity anomalies.,3,5,7,2,  In Progress  ,,,,,,
DE.CM-09 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,DE.CM,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events","Ex1: Monitor email, web, file sharing, collaboration services, and other common attack vectors to detect malware, phishing, data leaks and exfiltration, and other adverse events",Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"AC-04,AC-09,AU-12,CA-07,CM-03,CM-06,CM-10,CM-11,SC-34,SC-35,SI-04,SI-07","1. Inquiry: CISO, IT Ops, 2. Inspect system monitoring policy, 3. Observe SOC dashboards",18-May,"Traditional perimeter monitoring exists. But modern SaaS apps, APIs, containers, microservices, serverless functions not fully instrumented.",3.5,5,7,1.5,  In Progress  ,,,,,,
GV.OC-01 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OC,Organizational Context (GV.OC),"The circumstances - mission, stakeholder expectations, dependencies, and legal, regulatory, and contractual requirements - surrounding the organization's cybersecurity risk management decisions are understood",GV.OC-01,The organizational mission is understood and informs cybersecurity risk management,"Ex1: Share the organization's mission (e.g., through vision and mission statements, marketing, and service strategies) to provide a basis for identifying risks that may impede that mission",Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,PM-11,"1. Inquiry: CEO, CISO
2. Inspect Website
3. Inspect quarterly Board agenda, slides and minutes
4. Inspect monthly management agenda, slides and minutes",18-May,"` Mission and vision statements are on Alma Security's website
` Company Goals G1-G8 and KPIs K1-K4 were included in the quarterly Board (Q1) and monthly management (March) materials",6.5,5,6,-1.5,  In Progress  ,,,,,,
GV.OC-02 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OC,Organizational Context (GV.OC),"The circumstances - mission, stakeholder expectations, dependencies, and legal, regulatory, and contractual requirements - surrounding the organization's cybersecurity risk management decisions are understood",GV.OC-02,"Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered","Ex1: Identify relevant internal stakeholders and their cybersecurity-related expectations (e.g., performance and risk expectations of officers, directors, and advisors; cultural expectations of employees)",Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"PM-09,PM-18,PM-30,SR-03,SR-05,SR-06,SR-08","1. Inquiry: CISO, VP HR
2. Inspect security service catalog
3. Inspect executive meeting minutes
4. Inspect Board meeting minutes
5. Inspect employee training records",18-May,"` Security intake process for all employees to see the service catalogue and make a request
` Executive leadership monthly business review meetings: align on cybersecurity performance expectations, risk thresholds, and overall security program maturity
` Quarterly board meetings: review cybersecurity strategy, performance metrics, and major risk and compliance issues 
` Annual employee security awareness training and code of conduct acknowledgement
",6,5,5,-1,  In Progress  ,,,,,,
GV.OC-03 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OC,Organizational Context (GV.OC),"The circumstances - mission, stakeholder expectations, dependencies, and legal, regulatory, and contractual requirements - surrounding the organization's cybersecurity risk management decisions are understood",GV.OC-03,"Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed","Ex2: Determine a process to track and manage contractual requirements for cybersecurity management of supplier, customer, and partner information",Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"AC-01,AT-01,AU-01,CA-01,CM-01,CP-01,IA-01,IR-01,MA-01,MP-01,PE-01,PL-01,PM-01,PM-28,PS-01,PT,PT-01,RA-01,SA-01,SC-01,SI-01,SR-01","1. Inquiry: CISO, General Counsel
2. Walkthrough vendor onboarding in ServiceNow
3. Inspect sample of vendor contracts",18-May,"` The Vendor Risk Management program uses ServiceNow VRM, which integrates with our procurement workflows, to assess suppliers' cybersecurity practices, track relevant contractual requirements, and monitor ongoing compliance through periodic reviews and automated assessments.",6.5,5,6,-1.5,  In Progress  ,,,,,,
GV.OC-04 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OC,Organizational Context (GV.OC),"The circumstances - mission, stakeholder expectations, dependencies, and legal, regulatory, and contractual requirements - surrounding the organization's cybersecurity risk management decisions are understood",GV.OC-04,"Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated","Ex3: Establish and communicate resilience objectives (e.g., recovery time objectives) for delivering critical capabilities and services in various operating states (e.g., under attack, during recovery, normal operation)",Yes,gerry@almasecurity.com,jane@almasecurity.com; john@almasecurity.com,steve@almasecurity.com,"CP-02(08),PM-08,PM-11,PM-30(01),RA-09","1. Inquiry: CISO, CIO
2. Inspect BIA
3. Inspect SLAs
4. Inspect incident communications",18-May,"` Alma maintains a detailed BIA that clearly identifies their authentication service as the critical business function with specific recovery time objectives (RTOs) of less than 4 hours
` The BIA includes tiered recovery priorities for different components of their authentication system with special emphasis on biometric data availability
` Customer SLAs  state 99.99% uptime guarantees for authentication services
` Documentation outlines maximum allowable authentication latency (under 2 seconds) even during security events",6,5,6,-1,  In Progress  ,,,,,,
